V4_1,Data Marking,calendar-years,time,admin-geography,geography,week-number,week,recorded-deaths,deaths
8034,,2014,2014,K04000001,England and Wales,week-22,Week 22,total-registered-deaths,Total registered deaths
928,,2019,2019,E12000007,London,week-14,Week 14,total-registered-deaths,Total registered deaths
867,,2019,2019,E12000003,Yorkshire and The Humber,week-32,Week 32,total-registered-deaths,Total registered deaths
924,,2019,2019,E12000003,Yorkshire and The Humber,week-19,Week 19,total-registered-deaths,Total registered deaths
919,,2014,2014,E12000005,West Midlands,week-17,Week 17,total-registered-deaths,Total registered deaths
567,,2019,2019,W92000004,Wales,week-37,Week 37,total-registered-deaths,Total registered deaths
1084,,2014,2014,E12000005,West Midlands,week-4,Week 04,total-registered-deaths,Total registered deaths
1118,,2019,2019,E12000009,South West,week-44,Week 44,total-registered-deaths,Total registered deaths
1229,,2014,2014,E12000002,North West,week-37,Week 37,total-registered-deaths,Total registered deaths
1047,,2019,2019,E12000009,South West,week-13,Week 13,total-registered-deaths,Total registered deaths
518,,2019,2019,E12000001,North East,week-14,Week 14,total-registered-deaths,Total registered deaths
919,,2019,2019,E12000009,South West,week-16,Week 16,total-registered-deaths,Total registered deaths
1344,,2019,2019,E12000002,North West,week-25,Week 25,total-registered-deaths,Total registered deaths
1136,,2019,2019,E12000005,West Midlands,week-18,Week 18,total-registered-deaths,Total registered deaths
1400,,2014,2014,E12000002,North West,week-11,Week 11,total-registered-deaths,Total registered deaths
1166,,2019,2019,E12000006,East of England,week-47,Week 47,total-registered-deaths,Total registered deaths
887,,2019,2019,E12000007,London,week-41,Week 41,total-registered-deaths,Total registered deaths
518,,2019,2019,W92000004,Wales,week-22,Week 22,total-registered-deaths,Total registered deaths
988,,2019,2019,E12000004,East Midlands,week-6,Week 06,total-registered-deaths,Total registered deaths
1054,,2019,2019,E12000003,Yorkshire and The Humber,week-11,Week 11,total-registered-deaths,Total registered deaths
477,,2014,2014,E12000001,North East,week-30,Week 30,total-registered-deaths,Total registered deaths
1547,,2019,2019,E12000008,South East,week-44,Week 44,total-registered-deaths,Total registered deaths
516,,2014,2014,E12000001,North East,week-12,Week 12,total-registered-deaths,Total registered deaths
8965,,2014,2014,K04000001,England and Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
982,,2019,2019,E12000009,South West,week-38,Week 38,total-registered-deaths,Total registered deaths
1408,,2014,2014,E12000002,North West,week-8,Week 08,total-registered-deaths,Total registered deaths
1294,,2010,2010,E12000009,South West,week-3,Week 03,total-registered-deaths,Total registered deaths
943,,2019,2019,E12000003,Yorkshire and The Humber,week-13,Week 13,total-registered-deaths,Total registered deaths
482,,2014,2014,E12000001,North East,week-20,Week 20,total-registered-deaths,Total registered deaths
937,,2019,2019,E12000003,Yorkshire and The Humber,week-36,Week 36,total-registered-deaths,Total registered deaths
1088,,2019,2019,E12000007,London,week-6,Week 06,total-registered-deaths,Total registered deaths
869,,2014,2014,E12000004,East Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
1342,,2014,2014,E12000002,North West,week-10,Week 10,total-registered-deaths,Total registered deaths
10267,,2014,2014,K04000001,England and Wales,week-49,Week 49,total-registered-deaths,Total registered deaths
780,,2016,2016,E12000004,East Midlands,week-32,Week 32,total-registered-deaths,Total registered deaths
9739,,2016,2016,K04000001,England and Wales,week-21,Week 21,total-registered-deaths,Total registered deaths
882,,2017,2017,E12000007,London,week-39,Week 39,total-registered-deaths,Total registered deaths
536,,2017,2017,E12000001,North East,week-44,Week 44,total-registered-deaths,Total registered deaths
1301,,2013,2013,E12000002,North West,week-46,Week 46,total-registered-deaths,Total registered deaths
1594,,2016,2016,E12000002,North West,week-51,Week 51,total-registered-deaths,Total registered deaths
1384,,2016,2016,E12000008,South East,week-36,Week 36,total-registered-deaths,Total registered deaths
9953,,2016,2016,K04000001,England and Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
911,,2016,2016,E12000004,East Midlands,week-14,Week 14,total-registered-deaths,Total registered deaths
1203,,2019,2019,E12000009,South West,week-47,Week 47,total-registered-deaths,Total registered deaths
1570,,2019,2019,E12000008,South East,week-20,Week 20,total-registered-deaths,Total registered deaths
1718,,2019,2019,E12000008,South East,week-5,Week 05,total-registered-deaths,Total registered deaths
626,,2014,2014,W92000004,Wales,week-14,Week 14,total-registered-deaths,Total registered deaths
1198,,2019,2019,E12000006,East of England,week-11,Week 11,total-registered-deaths,Total registered deaths
726,,2019,2019,E12000004,East Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
930,,2019,2019,E12000005,West Midlands,week-13,Week 13,total-registered-deaths,Total registered deaths
835,,2014,2014,E12000003,Yorkshire and The Humber,week-19,Week 19,total-registered-deaths,Total registered deaths
1481,,2019,2019,E12000008,South East,week-26,Week 26,total-registered-deaths,Total registered deaths
1053,,2019,2019,E12000009,South West,week-17,Week 17,total-registered-deaths,Total registered deaths
836,,2014,2014,E12000007,London,week-32,Week 32,total-registered-deaths,Total registered deaths
597,,2019,2019,W92000004,Wales,week-40,Week 40,total-registered-deaths,Total registered deaths
1164,,2014,2014,E12000006,East of England,week-1,Week 01,total-registered-deaths,Total registered deaths
505,,2014,2014,E12000001,North East,week-21,Week 21,total-registered-deaths,Total registered deaths
948,,2014,2014,E12000003,Yorkshire and The Humber,week-46,Week 46,total-registered-deaths,Total registered deaths
9173,,2014,2014,K04000001,England and Wales,week-41,Week 41,total-registered-deaths,Total registered deaths
459,,2015,2015,E12000001,North East,week-25,Week 25,total-registered-deaths,Total registered deaths
1355,,2019,2019,E12000008,South East,week-33,Week 33,total-registered-deaths,Total registered deaths
1517,,2014,2014,E12000008,South East,week-6,Week 06,total-registered-deaths,Total registered deaths
836,,2014,2014,E12000004,East Midlands,week-13,Week 13,total-registered-deaths,Total registered deaths
1027,,2019,2019,E12000005,West Midlands,week-41,Week 41,total-registered-deaths,Total registered deaths
1424,,2019,2019,E12000008,South East,week-31,Week 31,total-registered-deaths,Total registered deaths
766,,2019,2019,E12000009,South West,week-52,Week 52,total-registered-deaths,Total registered deaths
1053,,2019,2019,E12000003,Yorkshire and The Humber,week-45,Week 45,total-registered-deaths,Total registered deaths
1025,,2019,2019,E12000003,Yorkshire and The Humber,week-23,Week 23,total-registered-deaths,Total registered deaths
1215,,2014,2014,E12000006,East of England,week-51,Week 51,total-registered-deaths,Total registered deaths
748,,2019,2019,W92000004,Wales,week-7,Week 07,total-registered-deaths,Total registered deaths
9671,,2014,2014,K04000001,England and Wales,week-36,Week 36,total-registered-deaths,Total registered deaths
862,,2014,2014,E12000005,West Midlands,week-16,Week 16,total-registered-deaths,Total registered deaths
573,,2014,2014,E12000001,North East,week-4,Week 04,total-registered-deaths,Total registered deaths
818,,2014,2014,E12000004,East Midlands,week-17,Week 17,total-registered-deaths,Total registered deaths
1148,,2019,2019,E12000003,Yorkshire and The Humber,week-1,Week 01,total-registered-deaths,Total registered deaths
1386,,2019,2019,E12000006,East of England,week-2,Week 02,total-registered-deaths,Total registered deaths
543,,2019,2019,W92000004,Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
857,,2019,2019,E12000003,Yorkshire and The Humber,week-33,Week 33,total-registered-deaths,Total registered deaths
1191,,2019,2019,E12000009,South West,week-5,Week 05,total-registered-deaths,Total registered deaths
1220,,2014,2014,E12000002,North West,week-30,Week 30,total-registered-deaths,Total registered deaths
1777,,2019,2019,E12000008,South East,week-8,Week 08,total-registered-deaths,Total registered deaths
936,,2019,2019,E12000003,Yorkshire and The Humber,week-31,Week 31,total-registered-deaths,Total registered deaths
558,,2019,2019,W92000004,Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
1495,,2019,2019,E12000008,South East,week-17,Week 17,total-registered-deaths,Total registered deaths
1701,,2019,2019,E12000008,South East,week-45,Week 45,total-registered-deaths,Total registered deaths
575,,2014,2014,E12000001,North East,week-50,Week 50,total-registered-deaths,Total registered deaths
516,,2014,2014,E12000001,North East,week-13,Week 13,total-registered-deaths,Total registered deaths
941,,2014,2014,E12000005,West Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
9271,,2014,2014,K04000001,England and Wales,week-40,Week 40,total-registered-deaths,Total registered deaths
701,,2019,2019,W92000004,Wales,week-6,Week 06,total-registered-deaths,Total registered deaths
514,,2010,2010,W92000004,Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
889,,2019,2019,E12000004,East Midlands,week-46,Week 46,total-registered-deaths,Total registered deaths
910,,2019,2019,E12000007,London,week-13,Week 13,total-registered-deaths,Total registered deaths
505,,2014,2014,E12000001,North East,week-38,Week 38,total-registered-deaths,Total registered deaths
1187,,2019,2019,E12000005,West Midlands,week-3,Week 03,total-registered-deaths,Total registered deaths
747,,2014,2014,E12000004,East Midlands,week-38,Week 38,total-registered-deaths,Total registered deaths
797,,2014,2014,E12000004,East Midlands,week-49,Week 49,total-registered-deaths,Total registered deaths
438,,2014,2014,E12000001,North East,week-52,Week 52,total-registered-deaths,Total registered deaths
1093,,2019,2019,E12000005,West Midlands,week-42,Week 42,total-registered-deaths,Total registered deaths
678,,2019,2019,W92000004,Wales,week-17,Week 17,total-registered-deaths,Total registered deaths
1385,,2019,2019,E12000008,South East,week-38,Week 38,total-registered-deaths,Total registered deaths
1182,,2019,2019,E12000009,South West,week-23,Week 23,total-registered-deaths,Total registered deaths
11822,,2015,2015,K04000001,England and Wales,week-7,Week 07,total-registered-deaths,Total registered deaths
1097,,2019,2019,E12000006,East of England,week-21,Week 21,total-registered-deaths,Total registered deaths
927,,2019,2019,E12000007,London,week-20,Week 20,total-registered-deaths,Total registered deaths
863,,2019,2019,E12000004,East Midlands,week-42,Week 42,total-registered-deaths,Total registered deaths
888,,2014,2014,E12000003,Yorkshire and The Humber,week-40,Week 40,total-registered-deaths,Total registered deaths
1234,,2019,2019,E12000009,South West,week-8,Week 08,total-registered-deaths,Total registered deaths
617,,2014,2014,W92000004,Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
683,,2019,2019,W92000004,Wales,week-3,Week 03,total-registered-deaths,Total registered deaths
873,,2014,2014,E12000007,London,week-38,Week 38,total-registered-deaths,Total registered deaths
8613,,2014,2014,K04000001,England and Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
1443,,2014,2014,E12000002,North West,week-49,Week 49,total-registered-deaths,Total registered deaths
777,,2014,2014,E12000004,East Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
1220,,2015,2015,E12000003,Yorkshire and The Humber,week-5,Week 05,total-registered-deaths,Total registered deaths
9472,,2014,2014,K04000001,England and Wales,week-47,Week 47,total-registered-deaths,Total registered deaths
627,,2019,2019,W92000004,Wales,week-21,Week 21,total-registered-deaths,Total registered deaths
963,,2014,2014,E12000005,West Midlands,week-37,Week 37,total-registered-deaths,Total registered deaths
1466,,2014,2014,E12000008,South East,week-13,Week 13,total-registered-deaths,Total registered deaths
1690,,2019,2019,E12000008,South East,week-50,Week 50,total-registered-deaths,Total registered deaths
937,,2019,2019,E12000007,London,week-15,Week 15,total-registered-deaths,Total registered deaths
11448,,2014,2014,K04000001,England and Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
858,,2019,2019,E12000004,East Midlands,week-15,Week 15,total-registered-deaths,Total registered deaths
697,,2019,2019,E12000004,East Midlands,week-35,Week 35,total-registered-deaths,Total registered deaths
1589,,2014,2014,E12000008,South East,week-4,Week 04,total-registered-deaths,Total registered deaths
1220,,2014,2014,E12000002,North West,week-34,Week 34,total-registered-deaths,Total registered deaths
1897,,2014,2014,E12000008,South East,week-2,Week 02,total-registered-deaths,Total registered deaths
451,,2014,2014,E12000001,North East,week-27,Week 27,total-registered-deaths,Total registered deaths
660,,2014,2014,E12000004,East Midlands,week-52,Week 52,total-registered-deaths,Total registered deaths
520,,2014,2014,E12000001,North East,week-49,Week 49,total-registered-deaths,Total registered deaths
1037,,2019,2019,E12000004,East Midlands,week-4,Week 04,total-registered-deaths,Total registered deaths
